,CarType,camping0,camping1,camping2,camping3,camping4,camping5,camping6,camping7,camping8,entrance0,entrance1,entrance2,entrance3,entrance4,gate0,gate1,gate2,gate3,gate4,gate5,gate6,gate7,gate8,general-gate0,general-gate1,general-gate2,general-gate3,general-gate4,general-gate5,general-gate6,general-gate7,ranger-base,ranger-stop0,ranger-stop1,ranger-stop2,ranger-stop3,ranger-stop4,ranger-stop5,ranger-stop6,ranger-stop7
12/28/2015,1,,,,,1,,,,,,1,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,
12/28/2015,2,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
12/28/2015,3,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
12/28/2015,4,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
12/28/2015,2P,,,,,,2,,,,,,,,,,,,2,,4,4,2,6,,2,2,,2,4,,4,6,3,,3,2,2,,4,2
12/29/2015,1,,,,,1,,,,,1,2,,1,1,,,,,,,,,,,1,1,,2,1,,3,,1,,1,,,,,
12/29/2015,2,,,,,,,,,,1,1,,1,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
12/29/2015,3,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,
12/29/2015,5,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
12/29/2015,2P,,,,,,,,,,,,,,,1,1,2,,2,3,1,,2,,1,1,,,1,,1,2,2,2,1,,,2,3,
12/30/2015,1,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
12/30/2015,2,,,,,,,,,,1,,1,2,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
12/30/2015,3,,,,,2,,,,,2,,,2,,,,,,,,,,,,,,,1,,,2,,,,,,,,,
12/30/2015,4,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
12/30/2015,2P,,,,,,,,,1,,,,,,,,2,2,2,6,4,,6,,,,1,,1,,4,6,,2,,2,2,2,6,
12/31/2015,1,,,,,,,,,,1,2,2,,1,,,,,,,,,,,3,3,,2,1,,2,,3,,3,,,,,
12/31/2015,2,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
12/31/2015,3,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,
12/31/2015,2P,,,,,,,,,1,,,,,,,,,4,2,4,2,2,4,,,,1,,3,,,4,,,,4,,2,4,2
1/1/2016,1,4,2,8,13,13,12,24,24,44,61,54,54,69,54,5,5,42,112,86,140,94,58,172,2,140,148,36,94,185,24,168,172,170,44,169,112,50,86,163,58
1/1/2016,1,,,,4,,,,,,4,1,1,2,,,,,4,,6,6,4,6,,1,1,,3,4,,5,6,1,,1,4,,,6,4
1/1/2016,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2016,3,,,,2,,,,,,2,1,1,,,,,,,,,,,,,1,1,,3,,,3,,1,,1,,,,,
1/1/2016,4,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/2016,2P,,,,2,,,,,,,,,,,,,,4,,6,6,4,6,,,,,,4,,2,6,,,,4,,,6,4
1/2/2016,1,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
1/2/2016,3,,,,,,,2,,,1,,1,,,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
1/2/2016,4,,,,,,,,,,1,1,,1,1,,,,,,,,,,,1,1,,,1,,1,,1,,1,,,,,
1/2/2016,2P,,,,,,,,,,,,,,,,,,2,,2,2,2,2,,,,,,2,,,2,,,,2,,,2,2
1/3/2016,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
1/3/2016,3,,,,,,,,2,,,3,2,,1,,,,,,,,,,,3,3,,3,2,2,3,,3,,3,,,,,
1/3/2016,2P,,,,,,2,,,1,,,,,,,,,6,4,5,3,2,6,,1,1,1,1,4,,2,6,1,,2,6,,4,5,2
1/4/2016,1,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
1/4/2016,2,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
1/4/2016,3,,2,,,,,,,,,,,2,,,,,,,,,,,2,2,2,,,,,,,2,,2,,,,,
1/4/2016,2P,,,,,2,,,6,3,,,,,,1,1,4,2,2,5,5,2,8,,3,5,1,2,6,6,6,8,6,6,4,2,2,2,7,2
1/5/2016,1,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
1/5/2016,2,,,,2,,,,,,2,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
1/5/2016,6,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2016,2P,,,,,,,,,1,,,,,,,,,2,2,2,,,2,,,,1,,1,,,2,,,,2,,2,2,
1/6/2016,1,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
1/6/2016,2,1,,,,,,,,,1,,1,2,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
1/6/2016,4,,,,,,,,,,1,1,1,1,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
1/6/2016,2P,,,,2,,,,,1,,,,,,,,2,2,6,6,8,2,6,,2,4,1,2,5,,9,6,5,2,5,2,6,6,9,2
1/7/2016,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
1/7/2016,2,3,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,1,,,2,,,,,,,,,
1/7/2016,4,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
1/7/2016,5,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2016,2P,,,,,,,,,2,,,,,,,,4,6,4,6,6,6,6,,4,4,2,4,8,,6,6,6,4,6,6,4,4,8,6
1/8/2016,1,,,,,,,,,,,2,1,2,2,,,,,,,,,,,2,2,,1,1,,2,,2,,2,,,,,
1/8/2016,2,,,,,,1,,,,,1,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,
1/8/2016,4,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
1/8/2016,2P,,,,,,,,,1,,,,,,,,,4,2,3,1,,6,,1,1,1,1,4,,2,6,2,,1,4,2,2,3,
1/9/2016,1,,,,,,,,2,,,2,,3,1,,,,,,,,,,,3,3,,1,3,2,2,,3,,3,,,,,
1/9/2016,6,,,,,,,,,,,2,,1,1,,,,,,,,,,,1,1,,1,1,,2,,1,,1,,,,,
1/9/2016,2P,,,2,,,,2,2,1,,,,,,,,4,4,6,7,7,4,8,,3,3,1,3,6,2,8,8,7,4,4,4,4,6,8,4
1/10/2016,2,,,,,,,,,2,2,,,2,,,,,,,,,,,,2,2,,,,,,,2,,2,,,,,
1/10/2016,3,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
1/10/2016,4,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
1/10/2016,5,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2016,2P,,,,,2,,,2,1,,,,,,1,1,,2,2,3,1,,8,,3,3,1,2,4,2,3,8,4,,5,2,2,2,3,
1/11/2016,1,,,2,,,,,,,,,,1,1,,,,,,,,,,,1,1,,1,1,,2,,1,,1,,,,,
1/11/2016,3,,,,,,,,,,1,1,2,,,,,,,,,,,,,2,2,,1,,,1,,2,,2,,,,,
1/11/2016,4,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
1/11/2016,6,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
1/11/2016,2P,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,,2,2,,2,2,3,,3,,2,,,
1/12/2016,1,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
1/12/2016,3,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2016,4,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
1/12/2016,6,,,,,,,,,,,1,,2,1,,,,,,,,,,,1,1,,,1,,1,,1,,1,,,,,
1/12/2016,2P,,,,,2,2,,,,,,,,,,,2,2,2,6,6,2,6,,,,,,2,,4,6,,2,,2,,2,6,2
1/13/2016,1,,,,,,,,2,,,,,1,1,,,,,,,,,,,1,1,,,1,2,,,1,,1,,,,,
1/13/2016,4,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
1/13/2016,5,,,,,,,,,,,1,2,1,,,,,,,,,,,,2,2,,1,,,1,,2,,2,,,,,
1/13/2016,2P,,,,,2,,,,3,,,,,,,,2,6,6,8,4,2,8,,2,2,3,2,5,,5,8,3,2,3,6,2,6,10,2
1/14/2016,2,,,,,,1,2,,,2,2,,4,1,,,,,,,,,,,3,3,,2,3,,3,,3,,3,,,,,
1/14/2016,2P,,,,,,,,,3,,,,,,,,2,6,6,6,2,2,6,,2,2,3,2,5,,3,6,3,2,3,6,2,6,7,2
1/15/2016,1,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
1/15/2016,2,,,,,1,,,,,,,1,1,1,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
1/15/2016,3,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
1/15/2016,2P,,,,,,,,2,2,,,,,,,,2,6,4,5,3,2,8,,3,3,2,3,7,2,5,8,4,2,5,6,4,4,6,2
1/16/2016,1,,,,,,1,,,,,,1,1,1,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
1/16/2016,2,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
1/16/2016,6,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
1/16/2016,2P,,,,,,,4,,1,,,,,,,,3,2,2,6,4,4,5,,1,1,1,1,2,,3,5,1,3,2,2,,2,7,4
1/17/2016,1,,,,,,,,2,,1,1,,2,2,,,,,,,,,,,4,4,,1,4,2,1,,4,,4,,,,,
1/17/2016,2,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
1/17/2016,3,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/2016,2P,,,,,,,,,1,,,,,,,,1,4,2,4,2,2,9,,3,5,1,3,8,,4,9,7,1,6,4,4,2,5,2
1/18/2016,1,,,,,2,1,,,,,,1,,2,,,,,,,,,,,3,3,,3,2,,3,,3,,3,,,,,
1/18/2016,2,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,3,3,,1,2,,1,,3,,3,,,,,
1/18/2016,3,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
1/18/2016,2P,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,2,,,2,,,,,,,,
1/19/2016,1,,,,,,,,,,1,1,2,,2,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
1/19/2016,2,,,1,,,,,,,1,1,1,,1,,,,,,,,,,,1,1,,2,,,2,,1,,1,,,,,
1/19/2016,4,,,,,,,,,,1,,,2,1,,,,2,,2,2,,,,1,1,,,3,,,,1,,1,2,,,2,
1/19/2016,2P,,,,,,,,,3,,,,,,,,2,6,6,6,2,2,8,,2,4,3,2,7,,3,8,5,2,3,6,2,6,7,2
1/20/2016,1,,,,,,,,,,1,1,1,1,,,,,,,,,,,,1,1,,,,,1,,1,,1,,,,,
1/20/2016,2,,,1,,,,,,2,,1,2,,2,,,,,,,,,,,2,2,,2,1,,2,,2,,2,,,,,
1/20/2016,3,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
1/20/2016,5,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
1/20/2016,2P,,,,,,,,,,,,,,,,,,2,,2,2,2,2,,,,,,2,,,2,,,,2,,,2,2
1/21/2016,1,,,,,,,,,,1,,,1,2,,,,,,,,,,,2,2,,,2,,,,2,,2,,,,,
1/21/2016,2,,,,,,,2,,,,,1,1,,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
1/21/2016,4,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
1/21/2016,2P,,,,,,,,,2,,,,,,,,4,4,4,4,4,4,4,,4,4,2,4,6,,6,4,6,4,6,4,4,4,6,4
1/22/2016,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/2016,2,,,,,,,2,,,,,2,1,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
1/22/2016,6,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
1/22/2016,2P,,,,,,,,,1,,,,,,,,,4,2,6,4,4,8,,2,2,1,2,5,,2,8,3,,3,4,2,2,7,4
1/23/2016,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/2016,3,,,,2,,,,,,1,1,1,1,2,,,,,,,,,,,1,1,,2,1,,3,,1,,1,,,,,
1/23/2016,4,,,,,,,,,,2,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
1/23/2016,2P,,,,,,,,,,,,,,,,,,2,,2,2,2,2,,,,,,2,,,2,,,,2,,,2,2
1/24/2016,1,,,,,,1,,,,,,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
1/24/2016,2,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
1/24/2016,3,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
1/24/2016,4,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
1/24/2016,2P,,,,,,,,,3,,,,,,,,2,6,6,6,2,,5,,1,1,3,1,4,,3,5,2,2,1,6,2,6,7,
1/25/2016,1,,,,,,,2,,,,1,1,,,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
1/25/2016,2,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
1/25/2016,4,,,,,,,,,,1,1,1,1,,,,,,,,,,,,1,1,,,,,1,,1,,1,,,,,
1/25/2016,6,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
1/25/2016,2P,,,,,,,2,,3,,,,,,,,,6,6,6,,2,9,,1,1,3,1,4,,,9,1,,2,6,,6,6,2
1/26/2016,1,,,,1,1,,2,,,1,,1,1,1,,,,,,,,,,,2,2,,,2,,,,2,,2,,,,,
1/26/2016,2,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
1/26/2016,5,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2016,2P,,,,,,,,,1,,,,,,,,,2,2,4,2,,4,,,,1,,1,,2,4,,,,2,2,2,4,
1/27/2016,1,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,
1/27/2016,2,,,,,,,,2,,,,1,1,,,,,,,,,,,,1,1,,,1,2,,,1,,1,,,,,
1/27/2016,3,,,,,,,,,,2,1,,,1,,,,,,,,,,,1,1,,2,1,,2,,1,,1,,,,,
1/27/2016,2P,,,,,,,,,1,,,,,,2,2,4,4,2,5,5,2,6,,5,3,1,2,6,,5,6,4,4,7,4,4,2,8,2
1/28/2016,1,,,,,,,,,,,1,,2,1,,,,,,,,,,,1,1,,,1,,1,,1,,1,,,,,
1/28/2016,2,,,,,,2,,,,,,,1,1,,,,,,,,,,,1,1,,1,1,,2,,1,,1,,,,,
1/28/2016,3,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/28/2016,4,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1/28/2016,2P,,,,2,,,,,1,,,,,,1,1,2,6,2,5,3,,8,,1,1,1,,6,,3,8,1,2,2,6,,2,6,
1/29/2016,1,,,,,,1,2,,,3,1,1,1,1,,,,,,,,,,,2,2,,2,1,,2,,2,,2,,,,,
1/29/2016,3,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
1/29/2016,4,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
1/29/2016,5,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
1/29/2016,2P,,,,,,,,,,,,,,,,,2,,,2,2,,2,,,,,,,,2,2,,2,,,,,2,
1/30/2016,2,,,2,,,,,,,1,,3,,2,,,,,,,,,,,3,3,,2,1,,2,,3,,3,,,,,
1/30/2016,3,,,,,,,,,,1,1,1,1,,,,,,,,,,,,1,1,,,,,1,,1,,1,,,,,
1/30/2016,2P,,,,,,,,,2,,,,,,,,,4,4,4,,,4,,,,2,,2,,,4,,,,4,,4,4,
1/31/2016,1,,,,,,,,,,2,,,1,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
1/31/2016,3,,,,,,,,2,,,,1,1,,,,,,,,,,,,1,1,,,1,2,,,1,,1,,,,,
1/31/2016,4,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2016,2P,,,,,,,,,,,,,,,,,,4,2,6,4,4,6,,,2,,,6,,,6,2,,2,4,,2,6,4
2/1/2016,1,,,,,,,,2,2,7,5,7,8,8,,,,,,2,,,2,,14,14,,3,11,2,5,2,14,,14,,,,2,
2/1/2016,1,,,,,,,,,,1,3,3,6,4,,,,,,,,,,,6,6,,1,4,,3,,6,,6,,,,,
2/1/2016,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,
2/1/2016,3,,,,,,,,2,,2,,1,2,3,,,,,,,,,,,4,4,,,4,2,,,4,,4,,,,,
2/1/2016,4,,,,,,,,,,2,,2,,,,,,,,,,,,,2,2,,,,,,,2,,2,,,,,
2/1/2016,5,,,,,,,,,,1,1,1,,1,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
2/1/2016,2P,,,,,,,,,2,,,,,,,,,,,2,,,2,,,,,,2,,,2,,,,,,,2,
2/2/2016,1,,,,,,,,,,2,1,2,4,2,,,,,,,,,,,5,5,,1,2,,1,,5,,5,,,,,
2/2/2016,2,,,,,,,2,,,1,3,1,3,2,,,,,,,,,,,3,3,,2,2,,3,,3,,3,,,,,
2/2/2016,3,,,,,,,,,,1,,,2,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
2/2/2016,4,,,,,,,,,,,1,2,2,3,,,,,,,,,,,3,3,,1,2,,1,,3,,3,,,,,
2/2/2016,5,,,,,,,,,,,1,,2,1,,,,,,,,,,,1,1,,,1,,1,,1,,1,,,,,
2/2/2016,2P,,,,,,,,,,,,,,,,,,2,,3,3,4,4,,1,1,,1,3,,,4,2,,2,2,,,3,4
2/3/2016,1,2,,,,,,,,,2,1,2,3,2,,,,,,,,,,,4,4,,2,2,,3,,4,,4,,,,,
2/3/2016,2,,,,,,,,,,,,1,2,1,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
2/3/2016,4,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
2/3/2016,5,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2016,6,,,,,,,,,,1,2,1,1,1,,,,,,,,,,,2,2,,1,1,,2,,2,,2,,,,,
2/3/2016,2P,,,,,,2,,2,2,,,,,,1,1,2,4,2,9,9,4,8,,1,1,,,5,2,5,8,3,2,3,4,2,2,9,4
2/4/2016,1,,,,,,,,,,3,2,3,3,3,,,,,,,,,,,4,4,,1,2,,2,,4,,4,,,,,
2/4/2016,2,,,,,,,,,,2,3,2,1,2,,,,,,,,,,,4,4,,3,2,,3,,4,,4,,,,,
2/4/2016,3,,,,2,,,,,,1,1,2,1,1,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
2/4/2016,5,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
2/4/2016,2P,,,,,,,,,1,,,,,,,,,4,2,4,2,2,4,,,,1,,3,,,4,,,,4,,2,4,2
2/5/2016,1,,,,,,,,,,1,1,2,,2,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
2/5/2016,2,,,,,,,,,,1,1,1,2,3,,,,,,,,,,,4,4,,1,3,,1,,4,,4,,,,,
2/5/2016,3,,,,2,,,,,,2,2,5,2,1,,,,,,,,,,,6,6,,3,1,,4,,6,,6,,,,,
2/5/2016,2P,2,,,,,,,2,1,,,,,,2,2,2,2,2,4,4,2,4,,2,2,1,2,3,2,3,4,3,2,3,2,2,2,7,2
2/6/2016,1,,,,,,,2,,,4,1,2,2,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
2/6/2016,2,,,,,,,,,,1,1,1,1,,,,,,,,,,,,1,1,,,,,1,,1,,1,,,,,
2/6/2016,3,,,,,,,,,,,1,1,2,,,,,,,,,,,,1,1,,,,,1,,1,,1,,,,,
2/6/2016,4,,,,,,,,,,3,3,2,2,2,,,,,,,,,,,2,2,,3,1,,3,,2,,2,,,,,
2/6/2016,5,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2016,6,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
2/6/2016,2P,,,,,,,,,2,,,,,,,,2,4,4,4,2,2,4,,2,2,2,2,4,,3,4,3,2,3,4,2,4,5,2
2/7/2016,1,,,,,,,,,,1,3,,,2,,,,,,,,,,,2,2,,3,2,,3,,2,,2,,,,,
2/7/2016,2,,,,,,,,,,1,3,1,,3,,,,,,,,,,,2,2,,3,2,,3,,2,,2,,,,,
2/7/2016,3,,2,,,,,,,,,1,,1,2,,,,,,,,,,1,2,2,,1,2,,1,,2,,2,,,,,
2/7/2016,4,,,,,,,,,,1,2,1,1,3,,,,,,,,,,,3,4,,1,3,,2,,4,,4,,,,,
2/7/2016,5,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,1,1,,1,,1,,1,,,,,
2/7/2016,2P,2,,,2,,,,,,,,,,,1,1,,,,4,2,,4,,,2,,,2,,1,4,2,,,,,,4,
2/8/2016,1,,,,,,,,,,3,2,2,3,,,,,,,,,,,,2,2,,1,,,2,,2,,2,,,,,
2/8/2016,2,,,,,,,,,,3,3,,2,2,,,,,,,,,,,2,2,,2,2,,3,,2,,2,,,,,
2/8/2016,3,,,2,,,,,,,2,1,,,3,,,,,,,,,,,3,3,,3,3,,3,,3,,3,,,,,
2/8/2016,4,,,,,,,,,,,2,,2,,,,,,,,,,,,1,,,1,,,2,,,,,,,,,
2/8/2016,5,,,,,,,,,,2,,,1,2,,,,,,,,,,,2,2,,,2,,,,2,,2,,,,,
2/8/2016,2P,,,,,,,,,,,,,,,,,,2,,2,2,2,2,,,,,,2,,,2,,,,2,,,2,2
2/9/2016,1,,,,,,,,,,2,1,3,3,1,,,,,,,,,,,2,2,,,,,1,,2,,2,,,,,
2/9/2016,2,,,,,1,,,,,1,1,1,,,,,,,,,,,,,1,1,,2,,,2,,1,,1,,,,,
2/9/2016,3,,,,,,,,,,,2,1,,1,,,,,,,,,,,2,2,,2,1,,2,,2,,2,,,,,
2/9/2016,4,,,,,,,,,,,,2,2,2,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
2/9/2016,5,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
2/9/2016,6,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,
2/9/2016,2P,,,,,,,,,,,,,,,,,,2,,2,2,2,4,,2,2,,2,4,,2,4,3,,3,2,2,,2,2
2/10/2016,1,,,,2,,,,,,2,5,4,7,4,,,,,,,,,,,4,4,,3,2,,7,,4,,4,,,,,
2/10/2016,2,,,,,1,,,,,1,1,1,2,,,,,,,,,,,,1,1,,1,,,2,,1,,1,,,,,
2/10/2016,5,,,,,,,,,,2,1,2,,1,,,,,,,,,,,3,3,,1,1,,1,,3,,3,,,,,
2/10/2016,6,,,,,,,,,,,,1,2,1,,,,,,,,,,,2,2,,,1,,,,2,,2,,,,,
2/10/2016,2P,,,,2,,,,,,,,,,,,,,,2,2,4,,4,,,,,,,,4,4,,,,,2,2,5,
2/11/2016,1,,,,,1,,,,,2,4,1,2,2,,,,,,,,,,,3,3,,3,2,,5,,3,,3,,,,,
2/11/2016,2,,,,,,,,,,,1,2,1,2,,,,,,,,,,,2,2,,1,1,,1,,2,,2,,,,,
2/11/2016,3,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
2/11/2016,4,,,,,,,,,,1,,1,,2,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
2/11/2016,5,,,,,,,,,,1,1,,2,1,,,,,,,,,,,1,1,,,1,,1,,1,,1,,,,,
2/11/2016,6,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,1,,,,1,,1,,,,,
2/11/2016,2P,,,,,,,2,,1,,,,,,,,,4,2,4,2,2,6,,,,1,,3,,,6,,,,4,,2,4,2
2/12/2016,1,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,1,,1,,1,,,,,
2/12/2016,2,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
2/12/2016,3,,,,2,,,,,,,2,2,,2,,,,,,,,,,,4,4,,4,2,,4,,4,,4,,,,,
2/12/2016,4,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
2/12/2016,5,,,,,,,,,,1,2,4,4,,,,,,,,,,,,4,4,,1,,,2,,4,,4,,,,,
2/12/2016,2P,,,2,,,,,,4,,,,,,,,,,,3,3,2,6,,1,1,,1,3,,4,6,2,,1,,2,,3,2
2/13/2016,1,,,,,,,,,,2,4,,2,2,,,,,,,,,,,2,2,,3,2,,4,,2,,2,,,,,
2/13/2016,2,,,,,,,,,,1,2,2,,1,,,,,,,,,,,3,3,,2,1,,2,,3,,3,,,,,
2/13/2016,3,,,,,,2,,,,,1,2,2,3,,,,,,,,,,,1,1,,1,1,,3,,1,,1,,,,,
2/13/2016,4,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,1,,1,,,1,,1,,2,,,,,
2/13/2016,5,,,,,,,,,,1,1,1,1,2,,,,,,,,,,,3,3,,1,2,,1,,3,,3,,,,,
2/13/2016,2P,,,,4,,,,,3,,,,,,2,2,2,4,2,8,6,2,8,,2,2,1,,5,,4,8,2,4,3,4,,2,8,2
2/14/2016,1,,,,,,,,,,1,,2,,1,,,,,,,,,,,1,1,,,,,,,1,,1,,,,,
2/14/2016,2,,,,,,,,2,,4,3,3,2,,,,,,,,,,,,5,5,,3,2,2,3,,5,,5,,,,,
2/14/2016,3,,,,,,,,,,,2,2,,,,,,,,,,,,,2,2,,2,,,2,,2,,2,,,,,
2/14/2016,4,,,,,,,,,,1,3,2,2,3,,,,,,,,,,,2,3,,1,2,,3,,3,,2,,,,,
